,cant_carga,total_trips,demanda,latitude,longitude
568,0,0,0,-12.2224387,-76.9461948
569,0,0,0,-12.2211911,-76.9448967
570,20,1,20,-12.2223132,-76.9461452
571,0,0,0,-12.2223732,-76.9466319
572,20,2,40,-12.2216959,-76.9475159
573,0,0,0,-12.2233467,-76.9484154
574,30,1,30,-12.221843,-76.9475059
575,18,1,18,-12.2229351,-76.9487072
576,0,0,0,-12.2233976,-76.9502258
577,20,3,60,-12.2234858,-76.9502555
578,20,3,60,-12.2245356,-76.9497021
579,50,2,100,-12.2245545,-76.9496316
580,20,1,20,-12.0105393,-76.9772307
581,0,0,0,-12.0085037,-76.9753215
582,30,6,180,-12.0079052,-76.9753473
583,0,0,0,-12.0026617,-76.997607
584,10,2,20,-12.0016717,-76.9967477
585,10,1,10,-12.0016158,-76.9967671
586,5,2,10,-12.0018677,-76.9969069
587,0,0,0,-12.0035377,-77.0013022
588,0,0,0,-12.0087912,-76.9753469
589,0,0,0,-12.0076025,-76.9750146
590,0,0,0,-12.0084461,-76.9759081
591,45,3,135,-12.0086373,-76.9767988
592,50,7,350,-12.0012514,-76.9861437
593,24,6,144,-12.0009736,-76.9857732
594,0,0,0,-12.0016284,-76.9855921
595,0,0,0,-12.0017291,-76.9856071
596,0,0,0,-12.0099224,-76.9768488
597,40,3,120,-12.0012944,-76.9857206
598,15,4,60,-12.0019007,-76.9856227
599,10,3,30,-12.0024209,-76.985376
600,10,3,30,-12.0024173,-76.9853923
601,40,3,120,-12.0039867,-76.9849793
602,18,2,36,-12.0047292,-76.9847364
603,21,2,42,-12.0023212,-76.9847343
604,20,3,60,-12.0011079,-76.9839779
605,0,0,0,-12.0003189,-76.9828159
606,13,6,78,-12.0006659,-76.982243
607,30,2,60,-12.0011104,-76.9864759
608,0,0,0,-12.0011036,-76.9863319
609,0,0,0,-12.0017935,-76.9859228
610,60,1,60,-12.0019853,-76.9862953
611,60,1,60,-12.0021199,-76.9862103
612,0,0,0,-12.0015669,-76.9861614
613,0,0,0,-12.0018255,-76.9865405
614,0,0,0,-12.0023846,-76.9867927
615,0,0,0,-12.0025803,-76.986527
616,0,0,0,-12.0029613,-76.9866311
617,0,0,0,-12.0024506,-76.987365
618,0,0,0,-12.0027499,-76.9872053
