,latitude,longitude,cluster_index,cluster_name,demand
0,-12.1181949414449,-77.0081710013819,0,down,33284
1,-12.2234858,-76.95025550000001,1,center,7432
2,-12.018328788701501,-76.9837672077836,2,upp_right,10067
3,-12.082195614926801,-77.0761589395497,3,down,9166
