ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
"0",0,997.710570532237,735.057913293345,776.673402587123,916.74886472276,988.194451670196,1152.92450463258,1213.15054034219,815.597373657827,1764.02540001998,1016.69365042413,957.687727440539,1069.70000836565,570.610251147917,513.364483797006,456.785266891592,635.964330477122,465.682873335337,413.056013820017,642.282314004123,357.87090340918,350.060057955915,179.15023359995,10.2783218556984,0,130.816421888725,136.329185570707,200.815651750117,1164.53497719452,747.200422008816,852.215863678445,822.307940936441,837.533195057086,810.362749786867,915.008528186218,924.558523322953,1192.63065705857,715.130197768675,962.017595353373,939.592813575947,1974.82552081109,954.605410349435,921.193846152705,805.156445716424,848.259697907625,969.340806075462,1923.13105056029,1400.69382046722,1526.89751726681,1401.10170906749,1559.35690923771,1872.31903898801,1795.30358080338,1764.81030817871,3164.92859560632,2777.0764514489,2721.39344209197,2631.25767896673,2602.35074905802,2550.31763671796,2473.52924099297,2171.45314686417,2187.70611707045,1814.2114042094,1829.33162684384,1866.26717213471,1339.9480662777,1884.99343983732,2303.15197035601,2358.40968594643,1538.91079696125,1640.57059882257,1645.00282268282,1761.68561345273,1519.23103961314,1437.82991572058,1274.34497685459,1380.27690550142,1603.64007906605,2627.23435382243,1232.46582043567,955.279567332936,881.486585727746,829.634487438737,1292.10300419427,1454.13269692691,1443.43005454655,2845.63579130308,1520.47015525235,1434.63987596978,1513.63024173786,938.079501536714,2607.8303220645,1168.60930052718,1793.29240798704,1420.84697086834,1349.3393152789,1256.49407090787,1090.8879225437,2606.02670292963,1020.40211093908,1053.68056910274,1350.70061989684,1867.09275581395,1747.45676555373,1532.72663214751,1507.98761465334,1426.18718567046,786.34996240986,2634.33870435878,2493.90999912835,2857.01612581126,2139.07978630363,2132.61004263729,1747.53021880931,1815.23706269404,1741.26813929081,883.79964629922,2823.70294008888,1762.13471532504,1683.85179975453,2164.57335463746
"1",997.710570532216,0,262.653175757998,221.039209886943,96.3746967735733,18.0072996376361,178.641860298852,255.679806181329,210.466620753357,1481.97373111731,20.9853105797585,204.785308285179,159.87387420636,1564.67050148738,1509.64014675911,1454.2029165715,1626.11095551024,1462.63461059104,1409.59882175335,1628.06531979912,1337.3313489861,1333.48374771525,1175.50186283905,1002.97211120086,997.710570532216,1039.69195433546,1047.14397828686,1196.9716631278,217.091261837021,1709.41766477427,167.098750173186,213.575165653713,204.544992266057,217.361572680699,242.090717119982,205.811140680944,222.060526567483,1678.10520929859,105.898791479971,248.093594634476,1022.31290702807,209.703647973043,158.330965820592,225.599561341255,168.680725779123,124.699515346479,2874.22243868451,2234.51126101945,2323.83530976523,2250.06408144544,2419.16255906138,1249.672227898,1175.0906017633,1449.79565143562,2203.24599074682,1836.49669361121,1766.1120646635,1634.3471771413,1606.37750948092,1556.48338859836,1491.15851452054,1174.30604348154,1193.8319850486,2694.93443526357,2812.65377377163,2840.34941813985,2176.46568553242,1223.96754545781,1309.06847509328,1368.81443099006,2479.82267889154,2587.08153931424,2584.05331842579,2640.46845274413,2382.17457311804,2279.83627238762,2115.16056378756,2124.9180252445,2542.13427553358,1630.67006239947,2192.68628348406,1899.84669159095,1836.0842948984,1773.2634196947,1997.5090259911,2213.03483122639,2207.35423158871,1851.05306527782,2459.16198294395,2118.03311942609,2452.42309396348,1876.60019923227,1612.34373257158,2104.52932828023,1587.74419457211,2132.22947788776,2098.48896862885,1934.06690296128,1777.28108615372,1610.05166515867,1778.61993313368,1977.86617854834,2285.95108052377,2842.7199986358,2617.86219558758,2392.18372963374,2363.39936191816,2248.77579845869,1721.67490954237,1637.8428068969,1510.34653197006,1863.07043741073,1141.55889514463,1136.04118888737,1029.34084977649,1225.4440356581,1347.34849061863,1822.69709495141,1827.6875147337,1471.66275407614,1507.19410215877,1167.62154761503
"2",735.057913293343,262.653175758006,0,41.6350450090044,187.031281164244,253.450050299656,424.806299225568,492.345584091108,120.839562858503,1497.62308206301,281.726523552223,281.257301406911,356.182938562742,1302.46526079454,1247.15966406345,1191.58718210033,1364.42214871908,1200.0713692316,1147.0710729553,1366.92665683571,1076.29092207926,1072.08257822474,912.930849930023,740.338670692577,735.057913293343,779.562733761803,787.121144200452,934.393497730545,445.57215878805,1451.55998834145,137.002338166817,135.842864266961,149.395927198566,120.546002616419,265.195486870101,251.01864397749,466.483467396645,1420.04287705096,242.377837645364,290.663330427282,1266.18606678608,281.162571097836,220.643469985069,122.474508346992,131.858095917167,256.212994002921,2620.60362406074,2000.72053310374,2097.68232419404,2013.58794223444,2181.65665383881,1370.88374416579,1292.97368865286,1474.49276276585,2453.75398859308,2079.11232872716,2013.74879742126,1896.72741982952,1868.42213990624,1817.74718927914,1748.17473983948,1436.71797337113,1454.92213644589,2454.60049095464,2552.77354223822,2582.25411606114,1941.74771911236,1358.33027214002,1570.36258779103,1628.43357850699,2227.46370465474,2333.89935701073,2332.25703767881,2400.3134283066,2143.88398795858,2044.84252574594,1879.19020376594,1906.85271131083,2290.35435663769,1892.92750598191,1936.33303953307,1645.22818018784,1579.72657835041,1518.27136527087,1785.2403224509,1993.19817109451,1986.49457161982,2112.5579505134,2207.16282283769,1911.7953694121,2200.39008931301,1622.8181051591,1874.2144523717,1852.02777787457,1584.10996374487,1920.67831880066,1879.25374040061,1726.1028116338,1564.69441939127,1872.09728895388,1553.21817986434,1726.79093983358,2034.12727476113,2584.32949350047,2379.24428038732,2154.60069847146,2126.41704422577,2017.17813362701,1467.62016477562,1900.07641312644,1767.82054505541,2124.34767146318,1404.14540926435,1398.21173592958,1179.27414351906,1334.06359137315,1393.33210561959,1568.62251172032,2089.70889672649,1489.52722009223,1491.85657971085,1429.95260921764
"3",776.673402587149,221.039209886953,41.6350450090339,0,147.76228163223,212.012936256848,384.051307527882,453.348896366462,101.687936324466,1493.28150127667,240.183420940857,253.957352946181,319.336022550563,1343.92512298365,1288.69857556922,1233.17618886422,1405.75295918148,1241.63855377794,1188.62525992823,1408.12890959547,1117.45862082709,1113.33561585955,954.499910247462,781.936493852403,776.673402587149,820.858147224826,828.399897378379,976.028452636432,407.076853632963,1492.06243295603,104.102613999962,117.588329247072,128.438534623369,103.719313828376,244.539232635855,225.805339529255,426.645159385358,1460.58512830015,205.561547691104,268.733748516961,1227.44625863496,254.523064764147,189.912772350415,108.376302853107,98.8274178388956,220.907917715501,2660.34690220272,2036.7214440164,2132.31938992323,2050.0842604312,2218.374676795,1350.03912674743,1272.4577664069,1468.67686720156,2413.53743687476,2039.89375536037,1973.86563110801,1855.09604083327,1826.81160377439,1776.20491520191,1707.09985265438,1395.18184926169,1413.63781882223,2491.87549730407,2593.73257869318,2622.85645051904,1977.90437528645,1335.50355914696,1528.81427350732,1587.05767810357,2266.94512364275,2373.54434523419,2371.6395325976,2437.54879359622,2180.73891414925,2081.07382706585,1915.5619838584,1939.9669519676,2329.73073374062,1851.30253731194,1976.56646144341,1685.09556289005,1619.93438725462,1558.19886406468,1817.25433323337,2026.66366608834,2020.14221274726,2071.21194839084,2246.57441737784,1942.78818415193,2239.80757860876,1662.51792203831,1832.61768826919,1891.50351587555,1582.99540902597,1952.62619661642,1912.56860226214,1757.3084258034,1596.64192455524,1830.48669188288,1587.51791916107,1765.97634660859,2073.4908399047,2624.99012045683,2416.19676129871,2191.3279599016,2163.02910572289,2052.78233546465,1507.35396375569,1858.4529090199,1726.69309212106,2083.04430900122,1362.51205394776,1356.72740421013,1153.78004671443,1315.02635516262,1384.005851502,1608.37353316676,2048.26164505047,1484.81919674202,1492.43138082522,1388.43474862693
"4",916.748864722805,96.3746967735579,187.031281164196,147.76228163234,0,80.633699797019,275.010411747887,305.595802511263,114.61892833356,1431.96166002212,109.283595598335,147.296286216651,173.914667041154,1486.02283313275,1429.88378939665,1373.51421265308,1548.88781161673,1382.39940386115,1329.63291210717,1552.03271462355,1261.60868011578,1257.04230587377,1095.42968369852,922.486950049329,916.748864722805,952.715536606262,960.046335022766,1114.56135219124,259.399490812781,1638.26785881165,142.468470778804,117.201550843766,108.475921412855,121.447172401443,168.31610697729,134.485019564213,279.502637647454,1606.70730633172,63.314003691674,182.208394967121,1079.68417023135,150.628429734619,82.836172413299,129.533750923102,140.878306503408,83.5503404818155,2807.63237187385,2183.1677465344,2277.32618435073,2196.9460241691,2365.39333830468,1238.32166885217,1161.98987544602,1402.62656872636,2297.34966667701,1932.15418409411,1860.99056634196,1719.72859842872,1692.80354192549,1644.43487723138,1582.93291766755,1255.41606932438,1271.03723664232,2639.24373248172,2738.59957583448,2768.8002577639,2124.49317355761,1218.33574842545,1397.11847115625,1458.79035006424,2414.43475095952,2520.9146979293,2519.18967216264,2584.89595917996,2327.85577264183,2227.71782406798,2062.33524806667,2083.04312925119,2477.28413195255,1716.48597466584,2123.25004790607,1832.25843280427,1766.66358162223,1705.29688284434,1958.76251577572,2170.20110585339,2163.92601706055,1928.94385295585,2394.10726029692,2082.62111416833,2387.3369059591,1809.84039218613,1699.17164901095,2038.99504318566,1532.01282915602,2093.97923032283,2055.9304601125,1897.57795266842,1738.15441797249,1696.4734910731,1732.24017375032,1913.61786643698,2221.05008877436,2770.78787684151,2563.36976409242,2338.35465267243,2309.97247478173,2198.85177258654,1654.64613395689,1723.73042563083,1601.84044063418,1940.42856111778,1226.13336995622,1216.17513860511,1030.1191170871,1208.63121485098,1307.04138776941,1755.6504480209,1906.99516515803,1422.3319265841,1447.70605698661,1248.36319196954
"5",988.194451670163,18.0072996375086,253.450050299666,212.012936256904,80.6336997970063,0,195.044627035841,255.055754272894,195.209541705359,1466.53409372398,29.2375922605083,187.470591185672,150.291021156989,1555.91358920237,1500.56717309406,1444.85861646272,1617.75155001262,1453.42018319474,1400.45237337827,1620.02583190208,1329.32557045319,1325.2868092025,1166.28176980606,993.591312650897,988.194451670163,1028.37704013414,1035.79100311247,1187.08840880726,214.297553446982,1702.65299879779,166.392880974408,197.629454341897,188.10328056597,202.056580364315,224.178778252346,187.907753479074,223.039100418898,1671.27346816205,88.2045855689765,230.492528951119,1024.99069463118,192.323701560293,140.324858972091,210.166407966807,167.425960476993,107.472301448329,2868.68972365974,2232.4183444,2322.7864139153,2247.5859116334,2416.55875359585,1239.35301928297,1164.47271850987,1434.67229345704,2217.25546532533,1851.53689373569,1780.57878573503,1644.80660611775,1617.19024690992,1567.83263809667,1504.01789114843,1183.33739418989,1201.70344355378,2691.9276104545,2805.23318930511,2833.57920346427,2174.22922254564,1214.53603289657,1320.43322178919,1380.91768766448,2474.55497650749,2581.63378492588,2578.91902167964,2637.4838373644,2379.44581982641,2277.5799777341,2112.73040489025,2124.80881975695,2537.00018167055,1641.27576642287,2186.40519094833,1893.98975346472,1829.76878452228,1767.29726109129,1998.01808459587,2212.73981488271,2206.93548988354,1859.2171519963,2453.97262241929,2119.228734215,2447.22566654268,1870.94150285128,1623.29659503691,2099.19269504941,1571.70637887474,2132.8589599115,2098.23536386468,1935.01880082318,1777.67361457849,1620.86322669002,1777.51825252778,1972.82170591243,2280.78389387179,2835.85185959773,2615.11607173556,2389.5641079333,2360.86543074166,2246.99110446949,1715.92913338481,1648.4734154587,1523.08469820236,1871.08281491125,1151.6918262954,1144.76612183167,1020.85464092338,1214.28799306368,1333.02306699653,1816.96171300156,1836.26227200737,1456.29753373447,1490.7730640925,1176.53835504628
"6",1152.92450463258,178.641860298781,424.806299225569,384.051307527886,275.010411747921,195.044627035771,0,252.502691332198,388.707359400278,1587.99056809794,168.335814183645,359.528313328356,258.443211505294,1713.94348072777,1660.88541966092,1607.12540281152,1772.86229205717,1614.79714228756,1561.4915105477,1772.84422265242,1482.67079474165,1479.99389011213,1328.45615684962,1157.43683493812,1152.92450463258,1203.79676264132,1211.40792700374,1353.49125115906,244.831021628487,1845.81901809481,300.78125148348,392.202065437573,383.094800084707,395.632205023268,405.581311450029,370.165276898567,214.544928014576,1815.02755084096,272.048704529415,404.957640696893,935.39491160037,365.026049275232,329.068237924813,403.963584392528,304.675348841698,284.567258737106,3000.20883615827,2335.20910059696,2415.7555421282,2353.8132490786,2523.55907625451,1292.02679191437,1221.68223098425,1551.33310025093,2029.99530047155,1659.76924657324,1591.23953428775,1480.9909609814,1450.77626141186,1397.58907950696,1323.68202044002,1032.54108761344,1060.82257059419,2802.05043392874,2951.81094138186,2975.08674689075,2278.45621274824,1256.51080694852,1150.61106929832,1205.72488142363,2604.37922940946,2712.79237770651,2707.49374538893,2747.49400213801,2487.63537315465,2381.74482925009,2218.84983633231,2209.41267742652,2665.63091072304,1476.36272029434,2324.85449319541,2029.63212678229,1969.17001642685,1904.10507329837,2077.06912922679,2298.86970827508,2294.25792438742,1713.30016104123,2583.18028948735,2191.14460984365,2576.50999392148,2005.05385899373,1455.83505969331,2230.21332538172,1702.55249107111,2210.30122903739,2184.2959429264,2009.97431838557,1858.69504244611,1454.45098252678,1872.62156675743,2101.71787646999,2410.08367204269,2978.12536164213,2723.03575571453,2496.75884137808,2467.35024353764,2346.94212405374,1851.12690575182,1483.35948862953,1343.48939671753,1726.41240787244,991.958568725083,996.80946321326,1053.9696643178,1277.76702065108,1438.33625315837,1951.81605434611,1686.98408027676,1576.62449059013,1628.61313715177,1026.7513657898
"7",1213.15054034217,255.679806181291,492.345584091186,453.348896366454,305.595802511203,255.055754272897,252.502691332195,0,397.637014016472,1352.45947957743,235.10341764848,269.820315380122,144.219395901863,1783.70719512945,1726.31613557291,1668.82065347831,1848.02702650106,1678.30413892589,1626.0090357174,1852.30720245714,1562.54832559374,1557.37326746536,1392.29500496322,1219.46496856972,1213.15054034217,1238.19664928001,1245.18150724254,1408.08886560248,48.817837465198,1941.85232557169,421.436651767847,390.955314552746,375.883804673162,402.795941013281,321.192148241612,299.430981011723,39.0992470339771,1910.1832940968,252.404237301046,304.115130224526,774.118271330073,274.400465627736,292.682084190167,408.03740644404,422.469481205753,243.816523482371,3112.65270650171,2486.04253788814,2577.50951611859,2500.60301024281,2669.32991754835,1039.7202404555,969.188047113696,1313.14862171121,2066.97410280152,1724.96456866624,1642.07795728802,1445.45550681311,1422.18229088239,1379.91861630749,1338.66643643136,972.079810283193,979.524004869607,2943.86076037463,3039.78423915023,3071.73152304297,2427.64804213275,1005.25511927329,1134.95489628254,1205.16390765752,2719.75242972058,2826.06625993185,2824.58442836161,2889.47244335639,2631.98951728153,2530.95521204442,2365.84896638655,2379.864407577,2782.68370401257,1443.64835509171,2427.42827337626,2137.16010649869,2070.96545357372,2010.1231536369,2252.94783483256,2467.77988652073,2461.95180735317,1636.46334443411,2699.48188945869,2373.70620017183,2692.7071285345,2114.95976766271,1429.96297280334,2344.32503534313,1472.8581862012,2387.73442838762,2353.28151813488,2189.69380697758,2032.64523821964,1425.81773373172,2032.22980191318,2219.12963127318,2526.46132559483,3073.48320176907,2867.59256936906,2642.3102359364,2613.76952263267,2501.02068948658,1959.73719914808,1451.0965604046,1355.60007622023,1647.0623788807,952.757315078468,930.858896777732,803.837885245814,1025.3428323482,1195.03662710195,2060.71316963482,1617.0628041253,1340.4566172037,1405.01843026885,964.202692297744
"8",815.597373657829,210.466620753361,120.839562858432,101.687936324543,114.618928333535,195.209541705402,388.707359400256,397.637014016512,0,1394.04808622746,223.891924080094,162.310736042004,254.877668814793,1386.10414409525,1328.86341114925,1271.58577510157,1450.40620475975,1280.94048033736,1228.54897796493,1454.83329584067,1165.32508491869,1159.96826180045,994.726859086851,821.858468467507,815.597373657829,844.877138063609,852.069145645671,1011.25149642368,349.131700944215,1546.27691938048,175.448442511764,15.9044805687997,28.6228030060488,6.95056525432608,144.62809810203,130.922462140733,377.521506718995,1514.49818725937,147.03889114289,169.871268163544,1165.81523975503,161.701300376915,108.289550670279,15.5524000881098,170.939253237727,153.85305966161,2719.34477155634,2112.49931515357,2212.01723414381,2124.23944526141,2291.70492302811,1250.7157262547,1172.92426247315,1368.69643328162,2411.69332046767,2046.7446957149,1975.56119470362,1828.63709319505,1802.50312809355,1755.24923038601,1696.20537692563,1361.4057875822,1373.88449383837,2563.0773404073,2642.42555471738,2675.23993966871,2053.2083226571,1237.6257184426,1508.10379762343,1571.01698395319,2327.76896058018,2433.30312474624,2433.00004330022,2508.91879264659,2253.5985237242,2156.09684606525,1990.18951352309,2023.42670606883,2391.14730533337,1825.72262820525,2032.46707294921,1743.88770870527,1676.36871892044,1616.72123864425,1903.0594920726,2109.30230936407,2102.35462522758,2031.65381536906,2307.82589586904,2030.49937677374,2301.02776313314,1722.4266986284,1809.16263261414,1952.59627046583,1485.8251442957,2038.5355723558,1995.58206065679,1844.66533357338,1682.63115385512,1806.1684198393,1668.27533950851,1828.83394371458,2135.12241916541,2676.82217039288,2488.6255019086,2264.63539433869,2236.74694902694,2129.77394928333,1567.21601539833,1833.01745369468,1714.95088185097,2042.67307194132,1334.7752062906,1321.45516877788,1058.51587662101,1214.70440437115,1282.78124600799,1668.01030721917,2010.92284035348,1385.38880474153,1396.65308415205,1354.07463675532
"9",1764.02540001987,1481.9737311173,1497.62308206319,1493.28150127659,1431.96166002201,1466.53409372412,1587.99056809796,1352.45947957735,1394.04808622759,0,1473.58325763223,1285.86583388459,1337.85676555658,2181.36227382947,2119.9566797877,2062.28733614664,2253.95212891066,2076.96561608702,2044.42758044229,2276.58874272166,2065.11216315815,2051.04789372107,1885.41096102512,1774.29517880243,1764.02540001987,1679.44418146652,1680.6714769985,1858.02112400441,1346.18169989496,2421.3046884187,1561.10686326186,1378.47589103695,1371.17627086487,1390.7778863881,1266.94954967689,1298.20680041746,1384.38043179667,2392.23832144392,1383.65711462925,1250.08817186384,1438.77888934841,1282.03018369269,1349.3766207597,1385.26730759857,1557.55415187589,1361.97725639123,3512.04910590082,3141.88463736441,3278.45897101969,3134.95639891287,3281.11787847984,609.645153729237,603.678978129055,58.0593418121929,3049.36884209731,2815.81470150579,2705.09474270023,2289.98476736719,2293.96150159911,2294.00275924854,2351.40465818116,1873.55026045675,1815.77688709766,3510.04964985418,3319.73573326823,3393.24284483207,3081.82948992663,685.227780623889,2110.02375301784,2203.43819969474,3173.66955842117,3257.80894785729,3275.83453286688,3461.30798408496,3240.42287218239,3174.01866673531,3016.47774641055,3143.2330628336,3238.17184705634,2297.72121382554,2854.87988038024,2633.18370812677,2551.92771532676,2521.67845945533,3055.69464927958,3214.93999106634,3203.62114454417,2287.39886625673,3160.33298077587,3197.68273609607,3153.80089014509,2625.81544551446,2308.65992271915,2839.43636473379,148.495152932317,3184.86894607179,3112.13614905524,3017.54834334254,2850.81107519538,2296.70352070666,2784.37626714377,2748.39259706809,3008.26531976419,3388.17253411647,3454.60952922208,3255.69235624273,3234.38238992009,3171.29953515226,2492.55353011672,2305.04533970087,2357.86149556203,2285.25983638391,1918.6063416345,1832.22988800161,794.368609626834,545.809234109936,204.935398413558,2576.29650891101,2300.10479975067,15.5850036831831,176.604054584212,1862.60361441925
