,latitude,longitude,cluster_index,cluster_name,demand
77,-12.075410918213999,-77.07655236124991,60,3,down
78,-12.0736975293979,-77.0825916901231,0,3,down
79,-12.079458288561499,-77.08360657095909,20,3,down
80,-12.079179285894101,-77.0774133503437,0,3,down
81,-12.084479498274801,-77.07961591689,0,3,down
82,-12.084496644902101,-77.0796163403192,0,3,down
83,-12.0869686294665,-77.0733658969402,8,3,down
84,-12.085277101331101,-77.080179306955,0,3,down
85,-12.0844376643407,-77.0797455520991,0,3,down
86,-12.0842721312875,-77.0797674035835,0,3,down
87,-12.0842721312875,-77.0797674035835,0,3,down
88,-12.0844376643407,-77.0797455520991,0,3,down
89,-12.0844992158266,-77.0797621265887,0,3,down
90,-12.084479498274801,-77.07961591689,0,3,down
91,-12.084496644902101,-77.0796163403192,0,3,down
92,-12.085277101331101,-77.080179306955,0,3,down
93,-12.0897421454178,-77.0782601256841,0,3,down
94,-12.0897421454178,-77.0782601256841,0,3,down
95,-12.084096357890198,-77.07765094273391,0,3,down
96,-12.074898476439099,-77.0816918089986,0,3,down
97,-12.0814122826424,-77.0952158421278,0,3,down
98,-12.0814122826424,-77.0952158421278,0,3,down
99,-12.079179285894101,-77.0774133503437,0,3,down
100,-12.079458288561499,-77.08360657095909,20,3,down
101,-12.075513537594302,-77.0773724466562,60,3,down
102,-12.0736975293979,-77.0825916901231,0,3,down
103,-12.075410918213999,-77.07655236124991,60,3,down
104,-12.080740188972099,-77.08199288696049,120,3,down
105,-12.081293273008098,-77.0821246504784,25,3,down
106,-12.0821807623128,-77.0812395215034,0,3,down
107,-12.0827676117698,-77.0801931247115,0,3,down
108,-12.0833856054775,-77.0789777487516,0,3,down
109,-12.0838203312307,-77.0781016722322,0,3,down
110,-12.0833751143495,-77.07777243107559,25,3,down
111,-12.085223513609801,-77.0753698423505,120,3,down
112,-12.084501596865401,-77.0767776668072,0,3,down
113,-12.0846215886119,-77.0763880759478,0,3,down
114,-12.0816656386309,-77.07662454650459,0,3,down
115,-12.0869686294665,-77.0733658969402,8,3,down
