ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
"0",0,1196.82120317275,1847.1954696517,1858.09439282382,2322.38937786613,2328.58267299428,2315.89506220761,2514.66476021044,1397.8441454384,1521.97646161192,1388.39569438745,1313.47929972887,1906.78530894531,1932.26010156352,2296.77762718086,1860.77989823796,1423.78777504432,0,25.6694482524462,33.3081325313796,82.8954345013132,260.725955606491,736.049652504433,1787.6688986378,1026.48985305182,1021.45461405855,946.928183365561,879.875490368735,810.064376529564,795.012564386012,599.405037937165,656.500530920572,830.912257977366,736.526358578388,729.571523718839,804.29724048598,787.404273879878,766.063760990408,911.907919916929,1031.6495963403,34.9014939286692,2507.05599941828,2390.71540435105,2386.64311147469,1117.66702923469,2138.14440216821,2159.3346102741,2018.17997249743,1414.36277932161,1430.39557117226,1426.86870799809,1493.69542616672,1563.07072696195,1597.93363841425,1629.69943311267,1473.19901279968,1771.88163200158,1915.77570732002,1994.25296120002,1982.53037989572,2016.93220519904,2028.11647431776,2131.83798520858,2028.18950770811,2008.70880129802,2100.09724792941,2059.35402520456,2059.63970831913,1912.25541305272,617.239395665341,4542.38046825265,403.183286342126,4985.02462745049,5005.14167376776,5110.32148820744,5026.82905122901,5238.27049688212,5247.57756503738,5264.4198428144,7007.68259226136,6826.82836431908,6575.03186149912,6636.94168380338,6319.68490668913,6218.16713583247,6181.51441871164,7458.17311576462,6126.13772339657,6097.35997846977,6093.86924721263,5876.97435123061,6145.4077170011,6119.91002340577,6316.03068335041,6602.70059202919,6722.68236904009,6742.6213026177,1927.24389660704,1522.6868343311,1304.12561792495,1314.96644215546,7275.60661419252,6086.91885290358,4974.85451064274,1828.51278329711,5168.70685593673,5014.08637618818,482.076559169271,595.469882864525,2079.1423033465,496.332833677414,589.399060828623,508.864609197528,1896.35313201837,6726.67011022808,6466.55116460747,6366.43880557387,6216.32155056659,6197.88166726857,6137.22237444088,487.073694129857,6078.00246161894,5194.71921416502,6082.76180051457,5232.39771232012,5253.26908613236,6089.70996583104,5109.60552436674,5107.65680634641,606.298084073702,4966.16137738904,5186.12834152423,5615.71369189976,4939.301642106,5625.19529222042,5284.18361704149,4776.20313987071
"1",1196.82120317266,0,1315.74746547599,1322.26911638166,2351.36494718181,2355.71753353388,2359.07687656627,2755.0456952445,205.935282369986,325.203907451578,192.782135968421,142.265035237675,1394.5116486707,1387.26686243906,2399.02115249201,1881.69965969047,228.676501786718,1196.82120317266,1211.78919596011,1175.15340966872,1196.08238984075,957.494211518275,483.611667711482,2907.65363722607,172.751524495876,219.481743143405,277.389292486514,331.380817845631,398.243189227431,414.731628844966,626.724509024754,612.006863722,446.749974943248,540.594183069281,582.415713435987,578.88512758036,630.487026982981,660.457089228134,499.837719964277,329.709385076669,1170.05080805808,2619.63352422952,2511.66730487129,2505.87893248376,79.9167689670943,2158.32883836497,2154.6311730477,2012.93579395845,1669.49369279862,1669.00010269077,1665.72079530292,1661.9720368821,1708.33485341196,1716.90097367265,1738.78718509698,276.642244619185,1822.30907454517,2005.48378503121,2111.39352929837,2107.83408166632,2162.02173489262,2180.07120672878,2277.5673991991,2183.09604796242,2182.67572488016,2322.45272853195,2234.56212441829,2234.43352376307,2006.40853092014,1802.10185787247,4510.69068610114,1407.54987459315,5443.47943162351,5447.60386995303,5493.65431408027,5477.44893459684,5556.79343963192,5561.94992068475,5579.15395261115,6741.89024239463,6601.5606319954,6787.42888681563,6830.95296406824,6424.14913511474,6338.05658994899,6304.72724922437,7166.31879988212,6247.36172359453,6252.74742409574,6246.15458045833,6024.55383059924,6391.78184223791,6363.59015472632,6557.02744521017,6861.00065125818,6984.09312166154,7004.70669051118,2910.03280220323,325.936580699722,107.619632266425,144.172542430149,6993.35279635317,6233.16557150171,5510.90078494331,1303.98778660304,5694.03689784337,5541.95563476738,1201.46142032846,1450.66469575895,3183.07370140275,1410.43622564596,1482.40681652125,1456.96462036994,1358.08884019695,6988.39892751132,6720.83115542982,6618.15702484059,6463.72320098675,6443.9600738294,6380.50063527823,1400.58659546186,5974.04024333658,5720.4718747713,6216.99816492427,5760.50100461334,5781.47928247414,5993.44658248217,5535.62484060928,5533.05711351403,1425.6534894021,5388.14825717077,5598.87248175426,6154.77837465984,5485.66437796327,6159.41295160315,5822.29897775799,5261.0457201415
"2",1847.19546965168,1315.74746547599,0,11.2587999557597,1213.24988587785,1215.41071855832,1230.66553062116,1720.89117110293,1363.36554786903,1323.92707295074,1291.40971962515,1226.42713514738,78.7869372304295,85.5102583813669,1310.8762641537,867.608169516007,1347.69257485418,1847.19546965168,1842.88079821092,1813.95314385151,1786.71802939736,1613.52948978581,1327.18635610414,2943.9426328626,1313.95656681274,1223.93350248129,1257.29066162149,1300.11064843729,1328.98342467838,1329.74966138468,1379.02951406255,1293.87094267023,1207.00849545801,1244.70031794242,1215.82915584742,1127.07669891613,1115.8246777228,1124.4543592617,1064.31826770712,1091.80027300996,1812.48034303402,1502.80752020772,1418.34383851262,1412.15929031156,1334.89631009376,1053.45297396755,1029.52279132894,925.536589525391,1033.80450719595,1015.13066706282,1014.45707892765,933.737079058871,922.593648426736,896.055902972666,893.281637230154,1309.63371884888,866.427842427358,1011.85899048706,1108.44632685256,1113.91074033159,1170.23527360783,1189.44559872814,1254.39453601925,1194.39635829781,1212.45755465009,1359.20653457004,1250.35792119836,1249.87170122978,1016.87029472355,2395.96446247843,5826.05886596276,1739.31108592802,6667.33861046919,6677.44635162597,6743.89441494177,6704.43573274596,6826.14298605763,6832.41293961756,6849.59836743148,8031.74381215809,7899.57085204895,8083.94469432302,8130.59409115916,7734.25145134609,7646.49481842988,7612.75301770593,8448.78076406417,7555.50051546173,7556.78866937514,7550.59138037946,7329.12086146033,7680.94877189642,7653.2186667875,7847.71435844885,8148.9670203554,8271.71151975876,8292.23311990104,2688.47858102141,1322.73642435528,1303.05598304304,1225.13327642621,5682.36198336009,7538.35222670671,6702.96401058535,19.0586562526085,6891.7942627277,6737.8299390711,1470.68150962258,1608.99742835875,3145.66960558782,1655.08046002517,1654.29865483571,1700.46130529433,49.6506606581734,8275.96099757141,8009.27404353583,7906.85700261545,7752.88316848221,7733.33227415934,7670.25701888505,1652.18804258152,7287.40714619116,6918.17121489348,7523.61746512429,6957.35323509915,6978.38341920734,7307.23697516836,6771.8222089739,6769.45897843045,1569.22360763309,6624.98964068179,6839.97766700514,7348.45701494564,6672.89979844498,7355.30105172343,7014.95654386173,6473.56537528613
"3",1858.09439282366,1322.2691163817,11.2587999557687,0,1214.87646749969,1216.98064688239,1232.48809660892,1723.84333327746,1368.44717118904,1328.01244923525,1296.52234318439,1232.12933311455,73.128141196016,75.0723869168588,1313.4275284615,872.816713050929,1352.56782117372,1858.09439282366,1853.81732028132,1824.85531778298,1797.6995850635,1624.21605154773,1336.56554109885,2954.47945273252,1321.62218053658,1231.81035585362,1265.58795171167,1308.72241875927,1337.93435276964,1338.78506276492,1388.97706742469,1303.85065017636,1216.2480133664,1254.40139843036,1225.72778984948,1136.95291528004,1125.93497697147,1134.69454113196,1073.69591183614,1100.03267492743,1823.37374437241,1504.45692844737,1420.60789078808,1414.42496341152,1341.94211455481,1056.20213087926,1031.86400027155,929.049574876144,1043.05498221582,1024.29364544857,1023.64331874904,942.52438734799,930.838977153715,904.010506004931,900.94982344678,1314.09247103735,872.645675829806,1016.91336137418,1113.0548212005,1118.65880640648,1174.8720806061,1194.05420659057,1258.29503130269,1199.02487561699,1217.34217601572,1363.87922530022,1254.92922827032,1254.43827825879,1021.97855196106,2407.14284617511,5832.7484618337,1750.56217968919,6676.51422368357,6686.54756744222,6752.71206529189,6713.57411793569,6834.63519791373,6840.88373600951,6858.07003375047,8036.46916343435,7904.61770720708,8091.79477678432,8138.33650456498,7741.49863707387,7653.84098781501,7620.12160382123,8453.24429449181,7562.86230619889,7564.34897285195,7558.13430514198,7336.65500541148,7689.01172513316,7661.2684690266,7855.73817436343,8157.07060718987,8279.82638683458,8300.35075604969,2698.11322946919,1326.81458097603,1308.80967099864,1230.82432129851,5675.04060232057,7545.86126876484,6712.48781511703,30.3062218651401,6901.26874737331,6747.31741927964,1481.91186372712,1620.23360943587,3155.89387029344,1666.33888344996,1665.53334236292,1711.71751666029,39.5091531081937,8284.07742547223,8017.36249163236,7914.93672922398,7760.94764201418,7741.39059301913,7678.3036158769,1663.44682219916,7293.39254903469,6927.64728643712,7531.0580447936,6966.83935165123,6987.86979239438,7313.27060126304,6780.84333223275,6778.47724954853,1580.45985322034,6633.99661656436,6848.93338099034,7357.98864205462,6682.46887347993,7364.81085091319,7024.48658824956,6482.86566349611
"4",2322.38937786624,2351.3649471818,1213.24988587785,1214.87646749969,0,6.5347313408364,27.761231842475,537.231931076297,2460.03663745464,2456.0035271447,2389.97540905151,2305.05397710627,1155.73309503712,1197.63871258421,144.051579703287,486.17908343422,2452.67245410217,2322.38937786624,2305.51580769582,2292.95018628954,2241.07176062437,2186.29055609058,2151.46104391186,2589.776972826,2283.5620598042,2188.17557009613,2188.05993026928,2200.95302762094,2196.24796008935,2188.87387242255,2125.51801477481,2049.81449735732,2063.15845356421,2044.80748104657,1996.29887662006,1926.87847041016,1887.36882286145,1875.49318476802,1930.20202795098,2046.95041620938,2294.66202951689,289.584744495283,218.837682923382,213.053749428432,2340.85865706812,196.440189755217,197.049111087196,339.991094230938,911.459235612104,893.864278169615,897.290428634686,829.479017751479,760.606866308392,728.411348314471,697.27174523598,2430.39470047282,565.589360542576,406.645381681922,336.582476260783,350.743368596648,334.96620135638,332.571220085249,260.846415827171,335.275771186504,367.520317428702,391.469703066497,337.970782299334,337.292384308965,410.139466224496,2663.33245388937,6745.83832125761,2015.46983536174,7305.51414311753,7326.60012063528,7432.43539732425,7347.78853224272,7556.16005135852,7565.02930933393,7581.95069645156,9075.15536722975,8924.45309133025,8879.13406742785,8937.02692541563,8592.37794938538,8495.68960803374,8459.98360273744,9505.73538401372,8403.72804132271,8385.4405891892,8381.02916551612,8161.85606812649,8455.13025739754,8429.07419345489,8625.20535376268,8915.49559528948,9036.19697661818,9056.27629544861,2138.02913813164,2455.06778162435,2375.33614282502,2304.29180331576,4965.06234968942,8372.25298085035,7285.08788907746,1211.7988311772,7480.08455784824,7325.67458345902,1840.86283597878,1808.27608079883,2688.45887387219,1901.7600450787,1840.46797636499,1923.12572038654,1201.59896282509,9040.2408919064,8778.40757999996,8677.63974495584,8526.40897800424,8507.68545284826,8446.35829695777,1906.08222781086,8252.27721114722,7505.90741982359,8364.37489779925,7542.9801483345,7563.74029168223,8268.50601485075,7431.64258949324,7429.71438539037,1778.57332076197,7288.39169466911,7508.43446735591,7922.31838151067,7247.63439956602,7932.82381489948,7592.52400338125,7094.80696228756
"5",2328.58267299425,2355.71753353389,1215.41071855832,1216.98064688239,6.53473134101046,0,31.7535140715394,537.697008665556,2464.02351630658,2459.69747011089,2393.92641239521,2309.11816319224,1157.61237991524,1199.36498481436,147.487631080413,491.550522234513,2456.5936093922,2328.58267299425,2311.72629769699,2299.12929636415,2247.27962340183,2192.24864210332,2156.67944345861,2595.76571992176,2288.23826709936,2192.83431156261,2192.87237498284,2205.89998905397,2201.32759246408,2193.98136588805,2130.98475935735,2055.21215370677,2068.21176810896,2050.05466342674,2001.58507219463,1932.05407414929,1892.61462443253,1880.7988515079,1935.13482396401,2051.5774295479,2300.83596007448,287.600769438288,219.27481742888,213.559761754524,2345.37320061358,201.625247557374,201.190992502471,344.782747311298,917.780130482881,900.156315645403,903.579744276252,835.59796537071,766.696244724707,734.405080705277,703.240574808246,2434.18111819248,571.24768556967,412.819304130546,343.073090098938,357.249314999763,341.486501959474,339.055935144867,266.908286660553,341.74843827711,373.951019921409,396.98487940754,344.206301344276,343.529813465081,416.346656026667,2669.821946959,6751.28097280576,2021.86921244884,7311.77301953734,7332.83988748193,7438.6009084323,7354.03910768927,7562.23634506828,7571.09962691864,7588.02200546958,9079.99978473148,8929.41360438744,8885.06585517303,8942.92697776399,8598.10563628717,8501.44611595864,8465.74604991423,9510.49378540571,8409.4860082552,8391.26242768404,8386.84521650545,8167.66027916797,8461.11291198342,8435.05186845355,8631.18208289582,8921.50628632298,9042.21486065641,9062.29563106022,2143.55158515042,2458.7591474108,2379.4682590834,2308.35208507831,4958.66164463416,8378.05771360585,7291.43453639604,1214.05598098781,7486.42556511358,7332.01376085096,1847.07915599838,1814.70748090237,2694.13579283411,1908.16536567005,1846.91868062298,1929.56016775166,1203.51196308674,9046.25937009591,8784.40922667931,8683.63535147445,8532.39466151418,8513.66858579999,8452.33562134771,1912.48073781952,8257.55465567351,7512.24962055929,8370.15705102242,7549.32591315597,7570.08675183744,8273.80145090506,7437.8647193778,7435.93566116178,1784.98698841787,7294.60421335882,7514.64164076116,7928.68560134672,7253.99068006798,7939.18627457387,7598.88169699588,7101.09050072361
"6",2315.89506220752,2359.07687656627,1230.66553062116,1232.48809660893,27.7612318424166,31.7535140714429,0,513.068469275426,2469.65669941841,2467.04975749422,2399.77979646366,2314.29346151206,1174.11532574835,1216.51055607657,116.308599015838,488.151477232738,2462.62080995284,2315.89506220752,2298.79690830869,2286.64053364858,2234.39259072402,2182.50154770401,2153.84991050649,2566.7794642778,2289.43564355377,2194.16087608415,2193.11662255351,2205.16126841342,2199.5857081296,2192.02456759422,2126.0761222155,2050.90858219037,2066.68472779459,2047.00333961313,1998.22049595252,1929.58979578008,1889.59229469087,1877.28787475215,1934.5287747469,2053.13603100865,2288.4180660717,272.881072583895,195.157174737037,189.232692362418,2347.66787968069,201.044881279376,207.711823732464,346.2319297381,903.387021969698,886.252849496182,889.718759662363,824.21996709099,755.740636618998,724.630553970037,693.778641658984,2441.0021039341,565.151717891149,401.21167112491,325.476763190383,339.016163498816,319.301102379402,315.58020675317,238.732788759536,317.95939889336,349.245879320833,366.457251468011,317.186442766939,316.527778278629,404.259090112195,2651.39534061486,6746.4422299651,2005.78395517601,7298.01523085326,7319.36911853543,7426.17820641777,7340.40675068963,7550.96324446622,7559.9000734324,7576.81014754559,9079.86345450826,8928.42512185082,8875.46864389933,8933.67624285051,8590.62950381513,8493.68570227548,8457.92662020767,9510.9713208497,8401.71161095679,8382.84066054404,8378.48308848495,8159.42086064315,8450.94629643412,8424.94229650574,8621.08217923321,8911.01285360266,9031.63648089979,9051.70007434345,2112.93141898587,2466.12622771378,2384.22053871797,2313.55128880939,4975.02182658951,8369.81165928392,7276.23255059327,1228.87618186335,7471.3227009905,7316.94425186002,1834.10893333002,1797.93893946712,2663.93009409761,1891.96618558534,1829.67531268921,1912.70848322499,1219.8603178723,9035.67398278578,8774.02188588477,8673.31852172949,8522.19292985458,8503.49619226939,8442.22994701916,1896.42362255439,8254.09606105461,7497.12543970515,8362.14034594545,7534.1380036827,7554.88626332411,8270.19496983757,7424.65141991274,7422.73472358481,1768.62151343246,7281.53009968754,7501.64205436904,7913.10181938878,7238.61437742793,7923.69152728402,7583.47716391429,7086.95099985513
"7",2514.66476021037,2755.04569524449,1720.89117110292,1723.84333327744,537.231931076293,537.697008665567,513.068469275394,0,2885.6629065043,2897.82990262143,2818.22535861222,2727.40462914275,1670.04840752491,1714.75762495376,413.915945465102,891.96720171878,2882.14309426251,2514.66476021037,2494.14391440063,2489.09567944762,2431.78034095691,2427.58251425372,2487.45251922545,2391.05535476801,2664.77921552117,2571.896547241,2559.76589316549,2561.23710856132,2544.7703004073,2534.92349079683,2435.62228775145,2369.05699110484,2416.18838780463,2379.80108432745,2328.28398541548,2271.06879118696,2225.58208636499,2207.97994727577,2295.98853988573,2434.92586762058,2491.92965753665,289.890553244943,318.425984550758,324.179702009813,2733.41293828054,668.017699583949,695.668180634762,797.792953688345,1143.02838631743,1134.49557509068,1138.17121738016,1111.60008609423,1055.77827159894,1041.59253064647,1017.79242791654,2867.49315141327,937.63987174282,755.693991113517,648.677796614947,650.224800218259,594.43291322167,575.911300017921,483.84127780438,572.621407752276,572.494392432195,438.298693304408,520.488577408089,520.621454683966,753.72904391143,2744.58310927541,7028.97724394795,2156.59145361219,7444.619447197,7470.78798259301,7594.79403234363,7489.0426504183,7737.87909742551,7747.96600026032,7764.64582858111,9418.51872368138,9256.95691580972,9086.21020464419,9149.6045420866,8833.29729777147,8732.37384613661,8695.80895869671,9856.50295179467,8640.33446671222,8611.99449298987,8608.52537177589,8391.62139419174,8653.5781669934,8628.49910794855,8824.47707500311,9107.84819027011,9226.96603644337,9246.73143428403,1872.51326351221,2897.03474227081,2792.95485109339,2726.88164368948,4920.24389139603,8601.57943574792,7397.79760688333,1717.09769909034,7594.18112668336,7440.75650103239,2040.71411034212,1943.70730431495,2433.90523960095,2044.34718979002,1965.91295888496,2053.04560683019,1714.91254101288,9230.88784026931,8972.7184152348,8873.26718235344,8724.16628445811,8705.95408857521,8645.8190079374,2051.09593302523,8552.3130280357,7619.54706353285,8597.28752743492,7655.3453075482,7675.82321244031,8566.46518913843,7580.16068585305,7578.45551300541,1922.45567139011,7439.69551377754,7660.5528661073,8026.4158002381,7357.1714064034,8038.58116431499,7700.71630625475,7227.53998079193
"8",1397.84414543842,205.935282370029,1363.36554786904,1368.44717118904,2460.03663745462,2464.02351630658,2469.65669941841,2885.66290650431,0,136.38520487002,72.0578807014646,159.024614933131,1441.57134942651,1427.26491685953,2517.17783827374,2001.79392015507,31.92398487129,1397.84414543842,1413.49493146141,1377.03032503307,1399.55621262536,1161.76669992573,689.546345119048,3113.4191475303,378.373109038956,418.889258574883,481.832751375408,537.300053049566,604.072050412813,620.588174098245,832.620087261494,816.949655935902,648.035352662876,744.062328863081,784.018745632004,773.211748529172,823.839735944965,854.611509898328,684.466529067335,506.217288239253,1371.83943543851,2735.10379131932,2630.23972394056,2624.32049977803,281.920694934012,2270.29091140887,2263.02452512412,2125.16987651422,1826.18956739576,1823.90064289586,1820.76335855912,1809.04440230056,1850.91953973724,1855.88763243329,1875.72245051899,98.0114170952864,1948.51683734034,2131.36230325311,2238.1371898602,2235.76073781071,2291.2376355271,2309.76344147327,2404.2264058641,2313.10520906873,2315.17698724119,2458.12657104913,2366.04990229407,2365.87034272011,2132.86355587175,1998.68159658135,4488.53500083676,1613.41066297401,5500.07580739756,5501.4396762708,5537.1403256242,5532.54895221929,5588.86872227106,5593.28901180698,5610.47647224099,6669.22473982573,6536.20544497609,6796.55266357875,6836.77078937732,6415.89651699541,6332.76548422867,6300.12939421057,7088.1070435545,6242.6336804672,6253.87865272981,6246.7764349847,6025.22301926919,6408.08048643307,6379.52425253856,6571.83100514251,6877.81873345861,7001.07996967291,7021.74968574496,3110.41852849558,137.565562036356,108.953255922257,159.370623819384,7013.05213421889,6232.79666534143,5580.52106562564,1353.98107486183,5761.06553857688,5610.04015604393,1404.92106448116,1653.8468309913,3388.40035589699,1615.29012677076,1686.23599549416,1662.07039407313,1401.42371400341,7005.42808498661,6737.3917219335,6634.60730532936,6479.94831347298,6460.02533430852,6396.30546433532,1605.50292099512,5931.6413075405,5787.46908176013,6214.62306575655,5827.74768258092,5848.66361051534,5952.29486520309,5586.24469468103,5583.58214115089,1628.12598272946,5438.74997506874,5646.93483752575,6222.50079717889,5557.16386695281,6226.27841913146,5891.03865427045,5323.00675271613
"9",1521.97646161204,325.203907451509,1323.9270729507,1328.01244923516,2456.0035271447,2459.69747011088,2467.04975749423,2897.82990262145,136.385204870161,0,134.819956797702,225.51201306715,1400.88458160675,1382.18387380692,2520.30423848345,2008.59871210654,105.145831954654,1521.97646161204,1536.81928709951,1500.14493722727,1520.27848996598,1281.06070163795,802.292630404167,3219.91099819264,496.237336544699,520.72647017415,589.733894691577,650.512828947061,719.247326603053,735.428944241074,946.091131237338,922.739854079131,747.294300617212,846.384932483237,882.195100816314,860.801650804726,909.49591537484,940.885760669476,763.040950768986,583.66295238947,1495.06681391602,2735.45041443411,2633.33519715437,2627.33052766731,404.703533994025,2269.50812082825,2259.54154766622,2125.24004358679,1865.00335964786,1861.0733471456,1858.08284547542,1839.2858693091,1877.02848794439,1878.90073987644,1896.89600430695,49.3350520178835,1960.47595096153,2142.14976991875,2249.16478164732,2247.76044523973,2304.07095889948,2322.91684581564,2414.55156449608,2326.50669518161,2330.63325974747,2475.74252138852,2380.47746447997,2380.25630165741,2144.11019170224,2126.76179038065,4562.91416998132,1722.05579386622,5611.23182638924,5611.50136980178,5642.93784341775,5643.10241849814,5689.69074422313,5693.7800216716,5710.95266298101,6711.1743512506,6583.08577152803,6886.08795047787,6924.63963113718,6496.647345351,6415.11516421088,6382.85632946673,7126.08787970497,6325.31714971717,6339.59032025891,6332.23019840794,6110.79776502298,6501.26023368486,6472.53902727176,6664.23012834047,6971.08799044369,7094.39190241598,7115.0822976471,3199.6485268141,1.50262560638532,217.877532053833,224.659711732837,6944.0682070076,6317.74740840282,5696.58011341031,1316.20564487878,5876.11982995984,5725.52900980355,1503.80389195237,1751.38243479631,3491.77180756079,1718.04134846615,1785.47254832645,1765.77040437388,1358.76923292303,7098.75903053658,6830.58268070765,6727.77980666154,6573.06661390738,6553.07383455695,6489.25173839719,1708.5156613982,5993.28295551877,5902.5040226112,6298.54497612069,5942.86336627925,5963.75025544821,6014.67524129082,5694.97914395535,5692.27900022521,1723.97596590495,5547.53284979073,5754.59944019318,6337.68688999287,5673.90891250655,6341.14555679109,6006.68651536419,5436.30159038794
