ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
"0",0,998.939672519678,1464.55104660212,1478.08417749857,1478.08417749857,1467.68840093819,1503.43699723865,1492.20529216859,1494.77010863714,1489.37876393254,1949.63495378599,1956.28315418164,1949.63495378599,1841.15155009059,1841.62840877968,2379.15937918895,3613.80968770525,3613.80968770525,2382.39587615863,3408.22557671079,3244.11038222127,3362.89017802037,3517.67107871358,3565.98365003994,1014.82611979088,3286.00820609273,3234.47569926926,1453.98950664369,3043.29173366733,2880.50044188317,3743.16672593221,3744.42887105638,3089.8236012899,3072.36232448039,2970.76174745142,2940.42286698769,2951.87932539641,2958.64503931296,3423.20321695431,3242.65610388549,1074.30612396653,3217.79555150398,3208.81693889937,3310.48964448673,3713.17076787471,2923.29812692261,2681.42119686309,2705.27267549746,2681.79947001911,2440.63127996699,3104.77261560141,3190.27448676563,1469.40493528877,1453.98950664369,0,2076.5281779446,330.944891127283,490.241892862549,467.781030584742,330.944891127283,265.69949926534,279.671593749933,0,77.5029751709019,454.394141220119,453.296026378471,269.525278946988,263.838248567503,345.796366580984,865.593012489818,218.81791844643,277.555488867689,333.924534884045,443.734146767529,553.123099601276,657.111220696347,655.229810490382,751.76410407202,1172.27742351433,865.523356988611,360.541115076768,453.296026378471,454.394141220119,609.303394012098,554.776102947035,462.582715615365,455.08046163708,455.08046163708,462.582715615365,467.781030584742,453.296026378471,454.394141220119,554.776102947035,865.593012489818,865.593012489818,265.69949926534,1007.20900834694,2076.5281779446,2076.5281779446,360.541115076768,865.523356988611,750.904567025753,1172.27742351433,751.76410407202,655.229810490382,657.111220696347,553.123099601276,443.734146767529,333.924534884045,277.555488867689,218.81791844643,345.796366580984,263.838248567503,269.525278946988,77.5029751709019,609.303394012098
"1",998.939672519703,0,644.277419832358,649.463847891794,649.463847891794,641.234512893809,632.942612280036,604.701335254533,605.991133923524,588.433881177239,1018.71182551343,1029.15492147852,1018.71182551343,907.571082551603,916.213633303583,1479.99722938936,2704.12706015221,2704.12706015221,1481.61282151828,2549.23753931288,2298.1749581602,2427.59693447562,2597.57028083972,2650.90000415476,215.202567516798,2431.37340986293,4058.8436435049,632.222857748623,3879.8810731527,3766.83830691556,4658.83890479735,4660.39493106223,4026.92326192988,4009.87756190945,3910.08827754909,3891.7824705242,3905.2463753282,3912.30333419137,4421.3140963622,4064.81497122101,84.2124256021801,4043.47588747512,4033.7732801192,4173.83084167204,4626.18969664696,3874.88904997288,3647.04365900797,3670.83696131792,3650.98570279183,3374.71273833705,4088.24309071533,4170.97058205877,646.808049256254,632.222857748623,998.939672519703,1646.21996233361,957.179217907087,1100.50959204595,1077.58119633555,957.179217907087,1101.76856913242,1148.74348469728,998.939672519703,921.687981378496,1080.37128879165,1078.52230821332,1213.4311535871,1182.25957541026,1325.84858446177,1678.70247054732,1023.3348184694,1055.00933840162,978.303660916391,880.700117712624,803.240570740161,706.33802317153,644.271405443763,552.743591381881,173.413458061176,546.388305926791,655.306442278029,1078.52230821332,1080.37128879165,1605.82513033587,1155.26114765143,1071.23174933407,1052.80105971967,1052.80105971967,1071.23174933407,1077.58119633555,1078.52230821332,1080.37128879165,1155.26114765143,1678.70247054732,1678.70247054732,1101.76856913242,9.9568434966484,1646.21996233361,1646.21996233361,655.306442278029,546.388305926791,465.397796616914,173.413458061176,552.743591381881,644.271405443763,706.33802317153,803.240570740161,880.700117712624,978.303660916391,1055.00933840162,1023.3348184694,1325.84858446177,1182.25957541026,1213.4311535871,921.687981378496,1605.82513033587
"2",1464.55104660204,644.277419832359,0,17.4358892779247,17.4358892779247,10.6069143961828,93.2132949778556,125.434582992009,128.142204167443,153.931436036891,517.806506790523,519.622553447256,517.806506790523,425.180789706911,414.165344952125,915.529029337171,2149.29738451765,2149.29738451765,919.013208136015,1952.95107307636,1792.02030794454,1904.29451088591,2054.23573677246,2101.83422942496,488.547818855096,1831.93191754045,4650.02634604043,12.1019024794831,4465.73248148429,4328.66777161117,5203.32579101378,5204.66779153443,4553.73983373143,4536.31800735083,4434.86389135448,4404.9011699146,4416.23381096876,4422.97456779217,4834.1000867531,4656.84799856602,571.129031976374,4634.11442611314,4624.6600492021,4748.59584399267,5172.56423734222,4387.76910083864,4143.83256445523,4167.67121439176,4143.01407515204,3903.60141177342,4555.32644602679,4643.37939055432,5.54283307372703,12.1019024794831,1464.55104660204,1090.12072802636,1287.36056965862,1352.32303159342,1338.9914340063,1287.36056965862,1464.03484234138,1512.99155288691,1464.55104660204,1390.52916431951,1348.84095435802,1347.4103198918,1605.20892754439,1564.58180825863,1732.71271980909,1907.20192979494,1401.01396993431,1407.32254691598,1305.23995765687,1163.82682314199,1039.18207516209,901.880486642301,866.288563673219,1194.60839115088,558.824867361963,642.843546218117,1189.01930564194,1347.4103198918,1348.84095435802,2023.96583574188,1380.01655385923,1334.85866143544,1319.2272861099,1319.2272861099,1334.85866143544,1338.9914340063,1347.4103198918,1348.84095435802,1380.01655385923,1907.20192979494,1907.20192979494,1464.03484234138,635.013477386045,1090.12072802636,1090.12072802636,1189.01930564194,642.843546218117,1105.76483255784,558.824867361963,1194.60839115088,866.288563673219,901.880486642301,1039.18207516209,1163.82682314199,1305.23995765687,1407.32254691598,1401.01396993431,1732.71271980909,1564.58180825863,1605.20892754439,1390.52916431951,2023.96583574188
"3",1478.08417749854,649.463847891794,17.4358892778553,0,0,10.4285877648352,78.1945657373713,112.711733646018,115.218969195264,141.993159075841,501.029229514831,503.011277303575,501.029229514831,407.922005264269,397.108167738942,901.486432673671,2135.72984896653,2135.72984896653,904.89620031537,1941.29030205745,1776.82421584323,1889.60096278521,2040.2236833317,2088.03881084213,497.951036580756,1820.42508848069,4660.86668071923,24.6117453256252,4476.81391925511,4340.73457504017,5216.07729745293,5217.42638402174,4566.97405352517,4549.56120002756,4448.14359315423,4418.49605553098,4429.88571856732,4436.6354427341,4849.74051602458,4667.64634737509,575.19145821322,4644.98044530116,4635.51298847321,4760.19296459488,5185.25129300449,4401.36831183752,4157.80484351157,4181.6454828521,4157.09819750583,3916.69551989924,4569.99751536308,4657.95079887368,12.0253096801025,24.6117453256252,1478.08417749854,1096.61832678359,1302.83455023442,1368.74286374712,1355.30654470144,1302.83455023442,1479.32436228386,1528.31024998048,1478.08417749854,1403.88670150394,1365.098638418,1363.66222259175,1620.22501352479,1579.69781026339,1747.61164298466,1924.15419092353,1416.00017580038,1422.67722019148,1320.78286192,1179.65887952818,1055.27414550752,918.033794987319,882.03480526285,1200.6653511211,559.740837328568,658.905831078948,1200.43611649326,1363.66222259175,1365.098638418,2038.89025445877,1396.69399007526,1351.1475859951,1335.47015045822,1335.47015045822,1351.1475859951,1355.30654470144,1363.66222259175,1365.098638418,1396.69399007526,1924.15419092353,1924.15419092353,1479.32436228386,640.108352381338,1096.61832678359,1096.61832678359,1200.43611649326,658.905831078948,1112.034521257,559.740837328568,1200.6653511211,882.03480526285,918.033794987319,1055.27414550752,1179.65887952818,1320.78286192,1422.67722019148,1416.00017580038,1747.61164298466,1579.69781026339,1620.22501352479,1403.88670150394,2038.89025445877
"4",1478.08417749854,649.463847891794,17.4358892778553,0,0,10.4285877648352,78.1945657373713,112.711733646018,115.218969195264,141.993159075841,501.029229514831,503.011277303575,501.029229514831,407.922005264269,397.108167738942,901.486432673671,2135.72984896653,2135.72984896653,904.89620031537,1941.29030205745,1776.82421584323,1889.60096278521,2040.2236833317,2088.03881084213,497.951036580756,1820.42508848069,4660.86668071923,24.6117453256252,4476.81391925511,4340.73457504017,5216.07729745293,5217.42638402174,4566.97405352517,4549.56120002756,4448.14359315423,4418.49605553098,4429.88571856732,4436.6354427341,4849.74051602458,4667.64634737509,575.19145821322,4644.98044530116,4635.51298847321,4760.19296459488,5185.25129300449,4401.36831183752,4157.80484351157,4181.6454828521,4157.09819750583,3916.69551989924,4569.99751536308,4657.95079887368,12.0253096801025,24.6117453256252,1478.08417749854,1096.61832678359,1302.83455023442,1368.74286374712,1355.30654470144,1302.83455023442,1479.32436228386,1528.31024998048,1478.08417749854,1403.88670150394,1365.098638418,1363.66222259175,1620.22501352479,1579.69781026339,1747.61164298466,1924.15419092353,1416.00017580038,1422.67722019148,1320.78286192,1179.65887952818,1055.27414550752,918.033794987319,882.03480526285,1200.6653511211,559.740837328568,658.905831078948,1200.43611649326,1363.66222259175,1365.098638418,2038.89025445877,1396.69399007526,1351.1475859951,1335.47015045822,1335.47015045822,1351.1475859951,1355.30654470144,1363.66222259175,1365.098638418,1396.69399007526,1924.15419092353,1924.15419092353,1479.32436228386,640.108352381338,1096.61832678359,1096.61832678359,1200.43611649326,658.905831078948,1112.034521257,559.740837328568,1200.6653511211,882.03480526285,918.033794987319,1055.27414550752,1179.65887952818,1320.78286192,1422.67722019148,1416.00017580038,1747.61164298466,1579.69781026339,1620.22501352479,1403.88670150394,2038.89025445877
"5",1467.68840093826,641.234512893808,10.6069143959543,10.428587764807,10.428587764807,0,82.6719918946814,114.905659502158,117.594279252656,143.521907823851,510.942116713109,513.026305598118,510.942116713109,417.320213988857,406.787874410925,911.906465841132,2146.12337981078,2146.12337981078,915.319028523986,1951.41630335418,1787.21574070832,1900.02534512108,2050.64375519689,2098.44802146062,488.309280603142,1830.52044538521,4650.90164010505,14.3227059064075,4466.79565554982,4330.52605576271,5205.76594244046,5207.11410199247,4556.6067053925,4539.19295818291,4437.7717654045,4408.09757918529,4419.48323880277,4426.23235796941,4839.41775737686,4657.69079931131,567.402871718188,4635.00962398665,4625.54509442466,4750.0697178098,5174.94850378026,4390.96951906958,4147.38484907611,4171.22541079435,4146.67424036904,3906.34254094548,4559.57350591658,4647.52411819525,7.66458325406286,14.3227059064075,1467.68840093826,1098.84146749869,1292.48613685311,1358.66343792329,1345.18218875528,1292.48613685311,1468.94914630272,1517.93865894536,1467.68840093826,1393.50510228558,1354.95164220371,1353.51303765856,1609.82143448668,1569.30317325093,1737.19939787603,1914.41406513631,1405.59452890134,1412.31070268978,1310.44590811135,1169.38244063231,1045.07137335348,907.852737105415,871.740713664708,1192.1310877534,553.345410522626,648.699141996517,1190.33961981108,1353.51303765856,1354.95164220371,2028.47945325334,1386.75098062597,1341.01278204465,1325.31772068394,1325.31772068394,1341.01278204465,1345.18218875528,1353.51303765856,1354.95164220371,1386.75098062597,1914.41406513631,1914.41406513631,1468.94914630272,631.913680220884,1098.84146749869,1098.84146749869,1190.33961981108,648.699141996517,1103.42069558201,553.345410522626,1192.1310877534,871.740713664708,907.852737105415,1045.07137335348,1169.38244063231,1310.44590811135,1412.31070268978,1405.59452890134,1737.19939787603,1569.30317325093,1609.82143448668,1393.50510228558,2028.47945325334
"6",1503.43699723854,632.94261228004,93.2132949778622,78.194565737365,78.194565737365,82.6719918948228,0,40.079571791501,41.5249856583534,69.9669410044176,454.385125483246,458.582533932529,454.385125483246,353.681298109074,347.211183175855,878.23566320973,2113.78179796479,2113.78179796479,881.081407641707,1931.75831475255,1742.88244488859,1859.60951665743,2015.2102390674,2064.53433442753,503.853127031877,1811.93646521112,4668.18635327587,92.7118462415756,4485.5450021147,4355.32020044278,5234.79188857028,5236.18592521072,4588.90263369738,4571.55160234349,4470.39108098585,4442.85719262959,4454.63236647465,4461.44209741573,4889.51991684255,4674.72628783784,554.263376258248,4652.44895166947,4642.90857006059,4771.88897932167,5203.56034952854,4425.76153914131,4184.80885694742,4208.65923372506,4184.88945575639,3937.82445328669,4602.00595913636,4689.20080126568,88.9151545352471,92.7118462415756,1503.43699723854,1162.22137097385,1342.60527210822,1417.00242746781,1402.52650837008,1342.60527210822,1517.37059082349,1566.53529823458,1503.43699723854,1428.19368927128,1411.74390956146,1410.25288925262,1655.9679786055,1616.2595416981,1782.33404354963,1978.21350080623,1451.75084324098,1461.31566518366,1361.09669871712,1222.64586371065,1100.80995677555,964.43499569316,924.939424966554,1185.64031399413,525.369066822735,705.370850968588,1213.23672116941,1410.25288925262,1411.74390956146,2073.58496381737,1447.6996297028,1398.11408679551,1382.00571276266,1382.00571276266,1398.11408679551,1402.52650837008,1410.25288925262,1411.74390956146,1447.6996297028,1978.21350080623,1978.21350080623,1517.37059082349,623.246170889891,1162.22137097385,1162.22137097385,1213.23672116941,705.370850968588,1098.25545310988,525.369066822735,1185.64031399413,924.939424966554,964.43499569316,1100.80995677555,1222.64586371065,1361.09669871712,1461.31566518366,1451.75084324098,1782.33404354963,1616.2595416981,1655.9679786055,1428.19368927128,2073.58496381737
"7",1492.20529216861,604.701335254511,125.434582992075,112.711733646195,112.711733646195,114.905659502272,40.079571791373,0,3.31237628642481,30.1275103471029,459.330120596205,464.93102769909,459.330120596205,354.431012999383,351.247826597985,894.318169728063,2129.15666365486,2129.15666365486,896.877027748339,1952.99351316171,1752.17728182572,1870.98517027757,2029.09599651221,2079.15781053365,485.966347034904,1833.68862742117,4647.37409044527,122.082664380271,4465.37556297953,4337.8451032894,5219.21024667053,5220.62603780492,4574.96282250826,4557.64448170005,4456.62330383981,4430.16251017725,4442.13372581217,4448.97349475323,4885.23616791715,4653.80792992976,524.671259095718,4631.70370961342,4622.132014314,4753.03334683087,5187.78425741566,4413.08511966036,4173.51033751461,4197.36288415517,4174.00412436302,3923.56235594844,4593.33733461355,4680.10991121163,122.001014554219,122.082664380271,1492.20529216861,1202.12649308862,1339.48083129486,1418.98170264696,1403.86032649769,1339.48083129486,1513.0576073032,1562.28056307552,1492.20529216861,1416.49923087586,1412.70621925994,1411.18249288626,1650.21947453387,1611.00791382368,1775.91760082536,1983.64734574085,1446.19262795918,1457.40017345832,1358.26915227578,1221.58948383063,1101.50030542894,965.93042026381,924.397215574851,1156.86074418181,491.200759324702,707.703642544344,1196.1491643914,1411.18249288626,1412.70621925994,2066.98078144817,1451.43249219467,1399.29271557222,1382.93094188116,1382.93094188116,1399.29271557222,1403.86032649769,1411.18249288626,1412.70621925994,1451.43249219467,1983.64734574085,1983.64734574085,1513.0576073032,594.910646507221,1202.12649308862,1202.12649308862,1196.1491643914,707.703642544344,1070.04222516704,491.200759324702,1156.86074418181,924.397215574851,965.93042026381,1101.50030542894,1221.58948383063,1358.26915227578,1457.40017345832,1446.19262795918,1775.91760082536,1611.00791382368,1650.21947453387,1416.49923087586,2066.98078144817
"8",1494.7701086372,605.991133923528,128.142204167441,115.218969195253,115.218969195253,117.594279252806,41.5249856584595,3.31237628658556,0,28.4420508224111,456.566375922291,462.232371523059,456.566375922291,351.511844700181,348.468308866738,892.131076847625,2126.89126373923,2126.89126373923,894.670582883532,1951.15539806329,1749.56146232088,1868.48042952065,2026.73732196924,2076.84469609666,488.181681004442,1831.89432268729,4649.28267666385,124.956022206912,4467.33487358198,4340.00266644575,5221.49358041844,5222.91078402283,4577.35100270594,4560.03469793005,4459.02223573914,4432.62539346511,4444.60797485895,4451.44946658381,4888.11475447314,4655.70808147055,525.819098855504,4633.61763330563,4624.04348520279,4755.09101772745,5190.05494777128,4415.54910672325,4176.05311298673,4199.9057209846,4176.56954866517,3925.93237241366,4596.01726238764,4682.76847191736,124.641037405668,124.956022206912,1494.7701086372,1203.73678100696,1342.4230747686,1422.0923686215,1406.95245865071,1342.4230747686,1515.9503623369,1565.17498142302,1494.7701086372,1419.04006050022,1415.78710917152,1414.26240930569,1653.050099788,1613.86037921109,1778.71722403347,1986.84106983834,1449.03448594815,1460.30970765617,1361.22229734166,1224.60840879897,1104.57795870055,969.035060131519,927.440524929564,1158.0536197365,491.727246645154,710.840056354599,1198.36249181158,1414.26240930569,1415.78710917152,2069.76904132266,1454.58967059573,1402.38028780099,1386.01108937142,1386.01108937142,1402.38028780099,1406.95245865071,1414.26240930569,1415.78710917152,1454.58967059573,1986.84106983834,1986.84106983834,1515.9503623369,596.191361777999,1203.73678100696,1203.73678100696,1198.36249181158,710.840056354599,1071.30102896687,491.727246645154,1158.0536197365,927.440524929564,969.035060131519,1104.57795870055,1224.60840879897,1361.22229734166,1460.30970765617,1449.03448594815,1778.71722403347,1613.86037921109,1653.050099788,1419.04006050022,2069.76904132266
"9",1489.37876393247,588.43388117728,153.931436036903,141.993159075831,141.993159075831,143.521907823827,69.9669410045527,30.1275103471324,28.4420508224411,0,460.315935552958,466.945783817693,460.315935552958,352.944693833607,352.257825764779,902.716332028825,2136.37985324402,2136.37985324402,905.049213411322,1964.92064364809,1754.78257074751,1875.15581806807,2035.17517232044,2085.80235612076,479.139994536864,1846.06147841312,4636.41944733154,149.660795116557,4454.95614059424,4329.62041999831,5212.46552919952,5213.89860417386,4569.54763291258,4552.25595484839,4451.34981600033,4425.73549373255,4437.85999034563,4444.72297557169,4887.26003318128,4642.76576852885,507.304482027182,4620.80479530569,4611.2077543119,4743.67309692801,5180.8856342591,4408.67332922898,4170.19025655779,4194.04310167606,4171.00599711412,3917.92823271959,4592.03276862358,4678.47566563644,150.800758995754,149.660795116557,1489.37876393247,1232.17051639536,1342.94371379803,1426.17146848608,1410.58672812431,1342.94371379803,1515.5378001124,1564.78286835615,1489.37876393247,1413.34636072625,1419.15620139205,1417.60929221977,1651.55552097843,1612.73646721459,1776.70028172894,1993.13501878912,1447.76278569907,1460.20615768282,1361.94344461959,1226.66685684171,1107.95493789591,973.101760382895,930.124929599917,1139.57288707245,469.35308254501,715.8593012557,1188.81379677704,1417.60929221977,1419.15620139205,2067.53716273529,1459.87804574556,1405.9079820468,1389.36929766871,1389.36929766871,1405.9079820468,1410.58672812431,1417.60929221977,1419.15620139205,1459.87804574556,1993.13501878912,1993.13501878912,1515.5378001124,578.57461100573,1232.17051639536,1232.17051639536,1188.81379677704,715.8593012557,1053.31081391642,469.35308254501,1139.57288707245,930.124929599917,973.101760382895,1107.95493789591,1226.66685684171,1361.94344461959,1460.20615768282,1447.76278569907,1776.70028172894,1612.73646721459,1651.55552097843,1413.34636072625,2067.53716273529
