,latitude,longitude,cluster_index,cluster_name,demand
87,-12.2305189,-76.97541120000001,0,1,center
88,-12.215093199999998,-76.9391898,0,1,center
89,-12.211138900000002,-76.9462223,4,1,center
90,-12.2151308,-76.9392397,0,1,center
91,-12.2179632,-76.94371340000001,12,1,center
92,-12.2272556,-76.97391359999999,0,1,center
93,-12.216733,-76.9419967,0,1,center
94,-12.239070199999999,-76.9547923,0,1,center
95,-12.2114552,-76.9456828,0,1,center
96,-12.2123356,-76.9452283,5,1,center
97,-12.2125413,-76.94716729999999,20,1,center
98,-12.2139321,-76.94777140000001,15,1,center
99,-12.2273956,-76.9738733,0,1,center
100,-12.214897099999998,-76.94683540000001,0,1,center
101,-12.216990199999998,-76.9431732,0,1,center
102,-12.2158001,-76.9406103,2,1,center
103,-12.2157816,-76.93498879999999,0,1,center
104,-12.211622199999999,-76.93965229999999,80,1,center
105,-12.212690499999999,-76.941426,40,1,center
106,-12.2127612,-76.941701,0,1,center
107,-12.2127009,-76.9430744,300,1,center
108,-12.218653699999999,-76.9449554,0,1,center
109,-12.2276129,-76.9740993,180,1,center
110,-12.2253381,-76.9730975,8,1,center
111,-12.230703,-76.9754662,0,1,center
112,-12.227305699999999,-76.9695267,0,1,center
113,-12.2282181,-76.969255,0,1,center
114,-12.2342969,-76.9619656,0,1,center
115,-12.2363922,-76.96055770000001,0,1,center
116,-12.237469,-76.9576031,70,1,center
117,-12.2182451,-76.944125,3,1,center
118,-12.2300474,-76.975334,160,1,center
119,-12.2383396,-76.9561046,30,1,center
120,-12.2381581,-76.9543745,0,1,center
121,-12.22817,-76.96956999999999,0,1,center
