,latitude,longitude,cluster_index,cluster_name,demand
0,-12.018328788701501,-76.9837672077836,2,upp_right,10067
1,-12.0099224,-76.9768488,0,2,upp_right
2,-12.0017291,-76.9856071,0,2,upp_right
3,-12.0016284,-76.98559209999999,0,2,upp_right
4,-12.0016717,-76.9967477,20,2,upp_right
5,-12.001615800000001,-76.9967671,10,2,upp_right
6,-12.0018677,-76.9969069,10,2,upp_right
7,-12.003537699999999,-77.0013022,0,2,upp_right
8,-12.0087912,-76.9753469,0,2,upp_right
9,-12.007602499999999,-76.9750146,0,2,upp_right
10,-12.0084461,-76.97590809999998,0,2,upp_right
11,-12.0086373,-76.9767988,135,2,upp_right
12,-12.001251400000001,-76.9861437,350,2,upp_right
13,-12.000973599999998,-76.98577320000001,144,2,upp_right
14,-12.002661699999999,-76.99760699999999,0,2,upp_right
15,-12.004267500000001,-76.9931452,4,2,upp_right
16,-12.0085037,-76.97532149999999,0,2,upp_right
17,-12.018328788701501,-76.9837672077836,0,2,upp_right
18,-12.018313240271098,-76.9840024039866,0,2,upp_right
19,-12.0180320820435,-76.98381925346631,0,2,upp_right
20,-12.017832160938498,-76.9843372610183,0,2,upp_right
21,-12.016090485278498,-76.98301727890691,0,2,upp_right
22,-12.012568744842,-76.98038368493042,900,2,upp_right
23,-12.0250021247305,-76.998718679023,490,2,upp_right
24,-12.0109694,-76.9780258,2,2,upp_right
25,-12.0105127,-76.978773,180,2,upp_right
26,-12.0111117,-76.9790913,5,2,upp_right
27,-12.0117046,-76.97929470000001,28,2,upp_right
28,-12.012221400000001,-76.979663,1200,2,upp_right
29,-12.0122999,-76.9797935,0,2,upp_right
30,-12.0134659,-76.98133929999999,0,2,upp_right
31,-12.0127647,-76.9816704,0,2,upp_right
32,-12.0114801,-76.98063379999999,0,2,upp_right
33,-12.0121403,-76.9812723,0,2,upp_right
34,-12.0120413,-76.9817448,4,2,upp_right
35,-12.0112731,-76.9819845,0,2,upp_right
36,-12.0113282,-76.98245959999998,0,2,upp_right
37,-12.0114835,-76.9827027,60,2,upp_right
38,-12.0104184,-76.981411,500,2,upp_right
39,-12.009826400000001,-76.97987490000001,0,2,upp_right
40,-12.018013293866101,-76.9837692194404,0,2,upp_right
41,-12.0016978,-76.99940670000001,0,2,upp_right
42,-12.0024078,-76.99861290000001,0,2,upp_right
43,-12.002406500000001,-76.9985561,0,2,upp_right
44,-12.010539300000001,-76.9772307,20,2,upp_right
45,-12.002640699999999,-76.99523609999999,6,2,upp_right
46,-12.0022733,-76.9950446,0,2,upp_right
47,-12.003111,-76.9939892,0,2,upp_right
48,-12.008533400000001,-76.9921144,18,2,upp_right
